order_id,customer_id,order_date,status,payment_method,shipping_address,shipping_city,shipping_state,shipping_zip,shipping_country,processing_date,shipping_date,delivery_date,total_amount
139,90,2024-09-14 16:59:32,Delivered,Credit Card,83356 Luke Plaza Apt. 080,West Loriborough,NH,37227,US,2024-09-15 16:59:32,2024-09-17 16:59:32,2024-09-22 16:59:32,665.34
140,91,2025-03-02 16:59:32,In Transit,Google Pay,7595 Cherry Burg Suite 536,New Jennifer,CO,58580,US,2025-03-03 16:59:32,2025-03-07 16:59:32,2025-03-14 16:59:32,887.82
141,92,2025-03-07 16:59:32,Shipped,Gift Card,92145 Phillips Hill,Eduardoborough,AZ,87639,US,2025-03-09 16:59:32,2025-03-15 16:59:32,2025-03-23 16:59:32,2390.16
142,93,2024-03-20 16:59:32,Delivered,Credit Card,0293 Hall Row Apt. 941,Port Jennifer,GU,72810,US,2024-03-22 16:59:32,2024-03-24 16:59:32,2024-03-28 16:59:32,370.61
143,93,2022-08-12 16:59:32,Delivered,Credit Card,0293 Hall Row Apt. 941,Port Jennifer,GU,72810,US,2022-08-12 16:59:32,2022-08-17 16:59:32,2022-08-23 16:59:32,157.97
144,93,2024-06-04 16:59:32,Delivered,Apple Pay,0293 Hall Row Apt. 941,Port Jennifer,GU,72810,US,2024-06-06 16:59:32,2024-06-07 16:59:32,2024-06-09 16:59:32,151.16
145,94,2024-05-24 16:59:32,Delivered,Gift Card,6018 Stephanie Tunnel Apt. 343,Lauriestad,NJ,09500,US,2024-05-25 16:59:32,2024-06-01 16:59:32,2024-06-09 16:59:32,1165.71
146,95,2023-02-13 16:59:32,Delivered,Credit Card,381 Benjamin Highway,Annburgh,RI,69398,US,2023-02-13 16:59:32,2023-02-17 16:59:32,2023-02-23 16:59:32,1533.07
147,96,2024-05-04 16:59:32,Delivered,Credit Card,72366 Brown Hills,South Christopherborough,UT,72309,US,2024-05-04 16:59:32,2024-05-08 16:59:32,2024-05-14 16:59:32,410.18
148,97,2024-08-30 16:59:32,Delivered,Apple Pay,48765 Margaret Park Suite 525,Hernandezland,GU,49957,US,2024-09-01 16:59:32,2024-09-08 16:59:32,2024-09-17 16:59:32,815.77
149,97,2024-02-07 16:59:32,Delivered,Apple Pay,48765 Margaret Park Suite 525,Hernandezland,GU,49957,US,2024-02-08 16:59:32,2024-02-15 16:59:32,2024-02-25 16:59:32,1629.71
150,97,2024-11-03 16:59:32,Delivered,Gift Card,48765 Margaret Park Suite 525,Hernandezland,GU,49957,US,2024-11-05 16:59:32,2024-11-11 16:59:32,2024-11-20 16:59:32,1987.55
151,98,2024-06-05 16:59:32,Delivered,Apple Pay,946 Sanders Rapids Apt. 233,Brownfort,CT,97781,US,2024-06-07 16:59:32,2024-06-11 16:59:32,2024-06-16 16:59:32,145.24
152,99,2025-03-13 16:59:32,Processing,Credit Card,237 Greene Avenue,Lopezhaven,PR,43102,US,2025-03-15 16:59:32,2025-03-18 16:59:32,2025-03-22 16:59:32,1051.36
153,100,2025-03-10 16:59:32,Shipped,Gift Card,736 Dustin Garden,North Jonathanbury,MT,33968,US,2025-03-11 16:59:32,2025-03-17 16:59:32,2025-03-25 16:59:32,560.0
154,101,2025-03-13 16:59:32,Processing,Apple Pay,776 David Knolls,Adamville,DE,98712,US,2025-03-15 16:59:32,2025-03-16 16:59:32,2025-03-19 16:59:32,227.53
155,102,2023-09-27 16:59:32,Delivered,Apple Pay,0555 Gray Keys,Gregoryfurt,NY,32849,US,2023-09-29 16:59:32,2023-10-01 16:59:32,2023-10-05 16:59:32,101.84
156,103,2025-01-21 16:59:32,Delivered,Apple Pay,19622 Rowe Forges,Marshfort,PW,35504,US,2025-01-23 16:59:32,2025-01-25 16:59:32,2025-01-28 16:59:32,1129.89
157,104,2025-01-15 16:59:32,Delivered,Google Pay,0991 Vega Lake,New Danielborough,MT,91356,US,2025-01-15 16:59:32,2025-01-19 16:59:32,2025-01-24 16:59:32,374.74
158,105,2024-09-08 16:59:32,Delivered,Google Pay,142 Scott Ridge Suite 695,Devonland,WA,99011,US,2024-09-09 16:59:32,2024-09-14 16:59:32,2024-09-21 16:59:32,3682.19
159,106,2024-12-06 16:59:32,Delivered,Apple Pay,1638 Madeline Manors,Reginahaven,PA,64256,US,2024-12-07 16:59:32,2024-12-08 16:59:32,2024-12-10 16:59:32,570.38
160,107,2024-07-20 16:59:32,Delivered,Apple Pay,423 Reeves Trail,Port Wendy,GU,71518,US,2024-07-22 16:59:32,2024-07-26 16:59:32,2024-07-31 16:59:32,706.19
161,108,2023-12-22 16:59:32,Delivered,PayPal,15882 Mary Way Suite 089,Charlestown,NM,95884,US,2023-12-24 16:59:32,2023-12-31 16:59:32,2024-01-10 16:59:32,393.42
162,109,2025-01-25 16:59:32,Delivered,Apple Pay,88523 Cooke Skyway Suite 487,Smithfort,OH,73968,US,2025-01-25 16:59:32,2025-01-31 16:59:32,2025-02-08 16:59:32,969.08
163,109,2025-02-09 16:59:32,Delivered,Gift Card,88523 Cooke Skyway Suite 487,Smithfort,OH,73968,US,2025-02-11 16:59:32,2025-02-12 16:59:32,2025-02-14 16:59:32,770.74
164,110,2025-03-11 16:59:32,Shipped,PayPal,028 Ward Stravenue Apt. 839,Stephenchester,ME,53258,US,2025-03-11 16:59:32,2025-03-14 16:59:32,2025-03-18 16:59:32,766.14
165,110,2025-03-05 16:59:32,In Transit,Apple Pay,028 Ward Stravenue Apt. 839,Stephenchester,ME,53258,US,2025-03-07 16:59:32,2025-03-10 16:59:32,2025-03-15 16:59:32,190.79
166,110,2025-03-13 16:59:32,Shipped,Google Pay,028 Ward Stravenue Apt. 839,Stephenchester,ME,53258,US,2025-03-13 16:59:32,2025-03-15 16:59:32,2025-03-19 16:59:32,928.92
167,110,2025-03-11 16:59:32,Shipped,Credit Card,028 Ward Stravenue Apt. 839,Stephenchester,ME,53258,US,2025-03-12 16:59:32,2025-03-15 16:59:32,2025-03-20 16:59:32,543.7
168,110,2025-03-11 16:59:32,Shipped,Apple Pay,028 Ward Stravenue Apt. 839,Stephenchester,ME,53258,US,2025-03-13 16:59:32,2025-03-17 16:59:32,2025-03-22 16:59:32,10.26
169,110,2025-03-10 16:59:32,Shipped,Apple Pay,028 Ward Stravenue Apt. 839,Stephenchester,ME,53258,US,2025-03-12 16:59:32,2025-03-14 16:59:32,2025-03-17 16:59:32,638.29
170,110,2025-03-10 16:59:32,Shipped,PayPal,028 Ward Stravenue Apt. 839,Stephenchester,ME,53258,US,2025-03-12 16:59:32,2025-03-17 16:59:32,2025-03-23 16:59:32,571.84
171,110,2025-03-10 16:59:32,Shipped,Credit Card,028 Ward Stravenue Apt. 839,Stephenchester,ME,53258,US,2025-03-12 16:59:32,2025-03-16 16:59:32,2025-03-21 16:59:32,1567.78
172,110,2025-03-13 16:59:32,Processing,Gift Card,028 Ward Stravenue Apt. 839,Stephenchester,ME,53258,US,2025-03-15 16:59:32,2025-03-17 16:59:32,2025-03-22 16:59:32,808.74
173,111,2025-01-14 16:59:32,Delivered,Gift Card,07098 Joshua Groves,Lake Heather,NE,64950,US,2025-01-14 16:59:32,2025-01-21 16:59:32,2025-01-29 16:59:32,657.19
174,111,2025-02-21 16:59:32,Delivered,Credit Card,07098 Joshua Groves,Lake Heather,NE,64950,US,2025-02-21 16:59:32,2025-02-26 16:59:32,2025-03-05 16:59:32,1424.43
175,111,2025-02-28 16:59:32,In Transit,Apple Pay,07098 Joshua Groves,Lake Heather,NE,64950,US,2025-03-01 16:59:32,2025-03-08 16:59:32,2025-03-18 16:59:32,592.52
176,111,2025-03-10 16:59:32,Shipped,Google Pay,07098 Joshua Groves,Lake Heather,NE,64950,US,2025-03-11 16:59:32,2025-03-14 16:59:32,2025-03-18 16:59:32,215.0
177,111,2024-11-30 16:59:32,Delivered,Gift Card,07098 Joshua Groves,Lake Heather,NE,64950,US,2024-12-01 16:59:32,2024-12-03 16:59:32,2024-12-06 16:59:32,454.5
178,111,2025-01-27 16:59:32,Delivered,PayPal,07098 Joshua Groves,Lake Heather,NE,64950,US,2025-01-29 16:59:32,2025-01-31 16:59:32,2025-02-03 16:59:32,1664.44
179,111,2024-12-25 16:59:32,Delivered,Credit Card,07098 Joshua Groves,Lake Heather,NE,64950,US,2024-12-25 16:59:32,2025-01-01 16:59:32,2025-01-11 16:59:32,1877.8
180,111,2024-12-06 16:59:32,Delivered,Apple Pay,07098 Joshua Groves,Lake Heather,NE,64950,US,2024-12-08 16:59:32,2024-12-10 16:59:32,2024-12-13 16:59:32,733.18
181,111,2024-12-15 16:59:32,Delivered,Google Pay,07098 Joshua Groves,Lake Heather,NE,64950,US,2024-12-17 16:59:32,2024-12-18 16:59:32,2024-12-20 16:59:32,373.56
182,111,2025-01-20 16:59:32,Delivered,Google Pay,07098 Joshua Groves,Lake Heather,NE,64950,US,2025-01-21 16:59:32,2025-01-23 16:59:32,2025-01-26 16:59:32,642.42
183,112,2025-03-01 16:59:32,In Transit,Gift Card,477 Smith Valley Apt. 345,Port Edward,HI,57840,US,2025-03-01 16:59:32,2025-03-08 16:59:32,2025-03-18 16:59:32,464.57
184,112,2025-03-02 16:59:32,Delivered,Apple Pay,477 Smith Valley Apt. 345,Port Edward,HI,57840,US,2025-03-02 16:59:32,2025-03-03 16:59:32,2025-03-06 16:59:32,728.22
185,112,2025-02-17 16:59:32,Delivered,Gift Card,477 Smith Valley Apt. 345,Port Edward,HI,57840,US,2025-02-18 16:59:32,2025-02-22 16:59:32,2025-02-27 16:59:32,914.5
186,114,2024-01-03 16:59:32,Delivered,Credit Card,2285 Moore Trail,South Donald,WY,29220,US,2024-01-05 16:59:32,2024-01-07 16:59:32,2024-01-10 16:59:32,9.82
187,114,2022-08-14 16:59:32,Delivered,Gift Card,2285 Moore Trail,South Donald,WY,29220,US,2022-08-16 16:59:32,2022-08-18 16:59:32,2022-08-23 16:59:32,432.25
188,115,2023-07-18 16:59:32,Delivered,Apple Pay,70433 Olivia Flat,Lake Courtneyhaven,IL,70411,US,2023-07-18 16:59:32,2023-07-19 16:59:32,2023-07-21 16:59:32,639.93
189,116,2024-11-23 16:59:32,Delivered,Gift Card,5544 Cody Overpass Apt. 792,Robertsmouth,IL,93993,US,2024-11-24 16:59:32,2024-11-27 16:59:32,2024-12-01 16:59:32,1285.61
190,117,2025-01-04 16:59:32,Delivered,Apple Pay,315 John Court,Katherinechester,MI,48054,US,2025-01-04 16:59:32,2025-01-11 16:59:32,2025-01-19 16:59:32,31.62
191,118,2025-02-09 16:59:32,Delivered,Gift Card,910 Allison Ferry Suite 276,East Dakota,MI,74685,US,2025-02-11 16:59:32,2025-02-16 16:59:32,2025-02-23 16:59:32,241.47
192,120,2024-12-08 16:59:32,Delivered,PayPal,91090 Dunn Meadows,Corteztown,WA,58482,US,2024-12-08 16:59:32,2024-12-14 16:59:32,2024-12-21 16:59:32,340.78
193,121,2025-03-09 16:59:32,Shipped,Google Pay,371 Carter Trail,Danielleside,CT,02398,US,2025-03-11 16:59:32,2025-03-15 16:59:32,2025-03-20 16:59:32,280.03
194,122,2021-10-23 16:59:32,Delivered,Gift Card,566 Hull Corners,South Amy,MH,40208,US,2021-10-24 16:59:32,2021-10-28 16:59:32,2021-11-02 16:59:32,832.91
195,122,2024-09-18 16:59:32,Delivered,Credit Card,566 Hull Corners,South Amy,MH,40208,US,2024-09-18 16:59:32,2024-09-22 16:59:32,2024-09-29 16:59:32,67.18
196,122,2021-08-02 16:59:32,Delivered,Gift Card,566 Hull Corners,South Amy,MH,40208,US,2021-08-04 16:59:32,2021-08-06 16:59:32,2021-08-11 16:59:32,217.69
197,122,2022-09-14 16:59:32,Delivered,Gift Card,566 Hull Corners,South Amy,MH,40208,US,2022-09-14 16:59:32,2022-09-21 16:59:32,2022-10-01 16:59:32,273.98
198,122,2022-06-23 16:59:32,Delivered,PayPal,566 Hull Corners,South Amy,MH,40208,US,2022-06-25 16:59:32,2022-07-02 16:59:32,2022-07-11 16:59:32,1109.34
199,123,2025-02-23 16:59:32,Delivered,Apple Pay,50230 Ramirez Unions Apt. 434,West John,MO,78471,US,2025-02-25 16:59:32,2025-03-01 16:59:32,2025-03-06 16:59:32,245.04
200,124,2025-03-11 16:59:32,In Transit,Google Pay,6049 Jason Lodge Suite 747,Navarroshire,DE,86624,US,2025-03-11 16:59:32,2025-03-13 16:59:32,2025-03-16 16:59:32,1062.31
201,125,2025-02-04 16:59:32,Delivered,Gift Card,35286 Smith Via,New Lee,WA,00543,US,2025-02-04 16:59:32,2025-02-08 16:59:32,2025-02-15 16:59:32,411.82
202,125,2025-03-06 16:59:32,In Transit,Credit Card,35286 Smith Via,New Lee,WA,00543,US,2025-03-07 16:59:32,2025-03-10 16:59:32,2025-03-15 16:59:32,332.63
203,125,2025-02-24 16:59:32,In Transit,Gift Card,35286 Smith Via,New Lee,WA,00543,US,2025-02-25 16:59:32,2025-03-04 16:59:32,2025-03-14 16:59:32,273.06
204,125,2025-02-23 16:59:32,Delivered,Apple Pay,35286 Smith Via,New Lee,WA,00543,US,2025-02-25 16:59:32,2025-02-28 16:59:32,2025-03-05 16:59:32,851.1
205,125,2025-03-07 16:59:32,In Transit,Apple Pay,35286 Smith Via,New Lee,WA,00543,US,2025-03-09 16:59:32,2025-03-12 16:59:32,2025-03-16 16:59:32,841.5
206,126,2025-02-07 16:59:32,Delivered,Gift Card,194 Jake Locks Suite 055,New Codyshire,IN,76049,US,2025-02-09 16:59:32,2025-02-10 16:59:32,2025-02-13 16:59:32,1183.8
207,127,2022-10-26 16:59:32,Delivered,PayPal,71961 Sydney Forges Apt. 213,Barbaraburgh,DC,06017,US,2022-10-27 16:59:32,2022-10-29 16:59:32,2022-11-03 16:59:32,456.54
208,128,2024-11-28 16:59:32,Delivered,Google Pay,2030 Vargas Village,Sherrychester,MD,64776,US,2024-11-29 16:59:32,2024-12-03 16:59:32,2024-12-10 16:59:32,713.65
209,130,2025-03-11 16:59:32,Shipped,Credit Card,80446 Nancy Squares Apt. 971,Benjaminside,MP,31445,US,2025-03-12 16:59:32,2025-03-14 16:59:32,2025-03-18 16:59:32,1690.08
210,130,2024-07-11 16:59:32,Delivered,Gift Card,80446 Nancy Squares Apt. 971,Benjaminside,MP,31445,US,2024-07-13 16:59:32,2024-07-15 16:59:32,2024-07-18 16:59:32,313.41
211,130,2023-12-10 16:59:32,Delivered,Gift Card,80446 Nancy Squares Apt. 971,Benjaminside,MP,31445,US,2023-12-10 16:59:32,2023-12-12 16:59:32,2023-12-16 16:59:32,76.98
212,131,2025-01-07 16:59:32,Delivered,PayPal,4294 Kevin Shores,West Christinemouth,VI,85768,US,2025-01-08 16:59:32,2025-01-10 16:59:32,2025-01-13 16:59:32,632.49
213,132,2025-03-09 16:59:32,In Transit,Gift Card,74685 Dennis Tunnel Suite 297,Millerfurt,MS,18471,US,2025-03-10 16:59:32,2025-03-12 16:59:32,2025-03-17 16:59:32,2167.88
214,133,2025-03-02 16:59:32,In Transit,Apple Pay,21572 Christopher Drive Suite 242,West Edward,GU,97857,US,2025-03-03 16:59:32,2025-03-09 16:59:32,2025-03-17 16:59:32,212.58
215,134,2024-09-14 16:59:32,Delivered,PayPal,3131 Watson Loop,West Cheyennebury,LA,87517,US,2024-09-15 16:59:32,2024-09-19 16:59:32,2024-09-26 16:59:32,871.36
216,135,2022-01-23 16:59:32,Delivered,PayPal,343 Liu Orchard Apt. 402,North Ronaldhaven,FL,30396,US,2022-01-23 16:59:32,2022-01-29 16:59:32,2022-02-07 16:59:32,1637.96
217,135,2022-12-10 16:59:32,Delivered,Google Pay,343 Liu Orchard Apt. 402,North Ronaldhaven,FL,30396,US,2022-12-11 16:59:32,2022-12-14 16:59:32,2022-12-20 16:59:32,769.56
218,135,2024-05-06 16:59:32,Delivered,Apple Pay,343 Liu Orchard Apt. 402,North Ronaldhaven,FL,30396,US,2024-05-07 16:59:32,2024-05-09 16:59:32,2024-05-13 16:59:32,784.85
219,135,2023-05-08 16:59:32,Delivered,Credit Card,343 Liu Orchard Apt. 402,North Ronaldhaven,FL,30396,US,2023-05-08 16:59:32,2023-05-10 16:59:32,2023-05-15 16:59:32,565.61
220,135,2025-01-19 16:59:32,Delivered,PayPal,343 Liu Orchard Apt. 402,North Ronaldhaven,FL,30396,US,2025-01-19 16:59:32,2025-01-20 16:59:32,2025-01-23 16:59:32,1345.53
221,135,2022-08-24 16:59:32,Delivered,Apple Pay,343 Liu Orchard Apt. 402,North Ronaldhaven,FL,30396,US,2022-08-25 16:59:32,2022-08-30 16:59:32,2022-09-05 16:59:32,371.39
222,135,2022-05-24 16:59:32,Delivered,PayPal,343 Liu Orchard Apt. 402,North Ronaldhaven,FL,30396,US,2022-05-25 16:59:32,2022-05-26 16:59:32,2022-05-28 16:59:32,124.73
223,135,2020-12-23 16:59:32,Delivered,PayPal,343 Liu Orchard Apt. 402,North Ronaldhaven,FL,30396,US,2020-12-24 16:59:32,2020-12-26 16:59:32,2020-12-30 16:59:32,100.81
224,135,2024-07-19 16:59:32,Delivered,Gift Card,343 Liu Orchard Apt. 402,North Ronaldhaven,FL,30396,US,2024-07-19 16:59:32,2024-07-23 16:59:32,2024-07-29 16:59:32,284.85
225,136,2025-03-13 16:59:32,Processing,Apple Pay,774 Camacho Mall Apt. 488,East Kaitlyn,NM,82613,US,2025-03-14 16:59:32,2025-03-15 16:59:32,2025-03-19 16:59:32,2152.91
226,139,2024-12-02 16:59:32,Delivered,Google Pay,15333 Floyd Mission Apt. 969,Johnsontown,WV,06492,US,2024-12-02 16:59:32,2024-12-05 16:59:32,2024-12-09 16:59:32,713.38
227,139,2024-10-18 16:59:32,Delivered,Apple Pay,15333 Floyd Mission Apt. 969,Johnsontown,WV,06492,US,2024-10-19 16:59:32,2024-10-21 16:59:32,2024-10-25 16:59:32,613.39
228,140,2021-10-29 16:59:32,Delivered,Credit Card,59927 Robinson Mews,New David,MH,38310,US,2021-10-29 16:59:32,2021-10-31 16:59:32,2021-11-05 16:59:32,634.57
229,140,2024-09-29 16:59:32,Delivered,Gift Card,59927 Robinson Mews,New David,MH,38310,US,2024-09-29 16:59:32,2024-09-30 16:59:32,2024-10-02 16:59:32,350.89
230,140,2024-07-03 16:59:32,Delivered,PayPal,59927 Robinson Mews,New David,MH,38310,US,2024-07-04 16:59:32,2024-07-06 16:59:32,2024-07-11 16:59:32,385.02
231,140,2023-05-20 16:59:32,Delivered,Google Pay,59927 Robinson Mews,New David,MH,38310,US,2023-05-21 16:59:32,2023-05-22 16:59:32,2023-05-25 16:59:32,121.45
232,140,2024-03-24 16:59:32,Delivered,Credit Card,59927 Robinson Mews,New David,MH,38310,US,2024-03-24 16:59:32,2024-03-31 16:59:32,2024-04-09 16:59:32,69.32
233,140,2021-05-23 16:59:32,Delivered,Apple Pay,59927 Robinson Mews,New David,MH,38310,US,2021-05-25 16:59:32,2021-05-29 16:59:32,2021-06-03 16:59:32,38.29
234,141,2023-08-10 16:59:32,Delivered,Google Pay,7740 Smith Lodge Suite 656,North Emilymouth,MS,94485,US,2023-08-12 16:59:32,2023-08-18 16:59:32,2023-08-26 16:59:32,319.24
235,142,2024-12-20 16:59:32,Delivered,Google Pay,330 Bowen Lake,Hudsonton,MH,53230,US,2024-12-22 16:59:32,2024-12-27 16:59:32,2025-01-02 16:59:32,1514.21
236,143,2024-08-18 16:59:32,Delivered,Google Pay,5124 David Well Suite 378,South Katherinetown,ME,73784,US,2024-08-18 16:59:32,2024-08-24 16:59:32,2024-09-01 16:59:32,743.9
237,144,2024-11-19 16:59:32,Delivered,Apple Pay,3659 Thompson Locks,Pattersonfort,NJ,64479,US,2024-11-20 16:59:32,2024-11-26 16:59:32,2024-12-03 16:59:32,650.32
238,144,2025-02-07 16:59:32,Delivered,Google Pay,3659 Thompson Locks,Pattersonfort,NJ,64479,US,2025-02-07 16:59:32,2025-02-13 16:59:32,2025-02-22 16:59:32,1094.54
239,145,2024-11-20 16:59:32,Delivered,Apple Pay,33990 Atkinson Crescent Suite 001,North Jeffreyville,MA,40864,US,2024-11-20 16:59:32,2024-11-27 16:59:32,2024-12-06 16:59:32,1094.43
240,146,2025-03-13 16:59:32,Shipped,Apple Pay,9915 Walker Shore,South Shawnshire,MS,61028,US,2025-03-13 16:59:32,2025-03-19 16:59:32,2025-03-28 16:59:32,2146.83
241,146,2025-03-13 16:59:32,Processing,Google Pay,9915 Walker Shore,South Shawnshire,MS,61028,US,2025-03-15 16:59:32,2025-03-18 16:59:32,2025-03-24 16:59:32,459.34
242,146,2025-03-13 16:59:32,Processing,Gift Card,9915 Walker Shore,South Shawnshire,MS,61028,US,2025-03-15 16:59:32,2025-03-16 16:59:32,2025-03-19 16:59:32,3763.36
243,146,2025-03-13 16:59:32,Shipped,Google Pay,9915 Walker Shore,South Shawnshire,MS,61028,US,2025-03-13 16:59:32,2025-03-16 16:59:32,2025-03-20 16:59:32,137.85
244,147,2024-11-01 16:59:32,Delivered,Apple Pay,972 Pruitt River Suite 155,Williamsonburgh,WI,64581,US,2024-11-01 16:59:32,2024-11-02 16:59:32,2024-11-04 16:59:32,916.56
245,147,2024-12-01 16:59:32,Delivered,Apple Pay,972 Pruitt River Suite 155,Williamsonburgh,WI,64581,US,2024-12-02 16:59:32,2024-12-07 16:59:32,2024-12-14 16:59:32,204.75
246,148,2023-12-30 16:59:32,Delivered,Credit Card,08597 Shelly Parkway Suite 794,Lake Ruth,PR,54335,US,2023-12-31 16:59:32,2024-01-04 16:59:32,2024-01-11 16:59:32,2236.0
247,148,2025-02-08 16:59:32,Delivered,Apple Pay,08597 Shelly Parkway Suite 794,Lake Ruth,PR,54335,US,2025-02-08 16:59:32,2025-02-09 16:59:32,2025-02-13 16:59:32,258.12
248,148,2024-04-20 16:59:32,Delivered,Gift Card,08597 Shelly Parkway Suite 794,Lake Ruth,PR,54335,US,2024-04-22 16:59:32,2024-04-26 16:59:32,2024-05-01 16:59:32,454.03
249,148,2023-12-19 16:59:32,Delivered,Credit Card,08597 Shelly Parkway Suite 794,Lake Ruth,PR,54335,US,2023-12-20 16:59:32,2023-12-26 16:59:32,2024-01-04 16:59:32,363.43
250,149,2025-03-13 16:59:32,Shipped,Gift Card,5347 Boyer Rue,Lake Danielleview,AK,48282,US,2025-03-13 16:59:32,2025-03-16 16:59:32,2025-03-22 16:59:32,1890.12
251,150,2024-12-19 16:59:32,Delivered,PayPal,83385 Carpenter Ferry Apt. 369,Turnerhaven,AZ,91809,US,2024-12-21 16:59:32,2024-12-22 16:59:32,2024-12-26 16:59:32,2252.12
252,151,2024-08-14 16:59:32,Delivered,PayPal,796 James Highway,Mcdonaldchester,KY,91157,US,2024-08-15 16:59:32,2024-08-22 16:59:32,2024-08-30 16:59:32,308.31
253,152,2025-03-12 16:59:32,Processing,Apple Pay,01027 Williams Unions Apt. 951,Evanshaven,KS,78082,US,2025-03-14 16:59:32,2025-03-15 16:59:32,2025-03-19 16:59:32,1338.72
254,153,2025-03-03 16:59:32,Delivered,Google Pay,935 Sonya Key Apt. 602,Johnsonfurt,VI,69688,US,2025-03-05 16:59:32,2025-03-07 16:59:32,2025-03-11 16:59:32,945.64
255,153,2025-02-07 16:59:32,Delivered,PayPal,935 Sonya Key Apt. 602,Johnsonfurt,VI,69688,US,2025-02-09 16:59:32,2025-02-14 16:59:32,2025-02-22 16:59:32,337.02
256,153,2025-03-13 16:59:32,Processing,Google Pay,935 Sonya Key Apt. 602,Johnsonfurt,VI,69688,US,2025-03-14 16:59:32,2025-03-21 16:59:32,2025-03-29 16:59:32,1179.42
257,153,2025-02-24 16:59:32,Delivered,Apple Pay,935 Sonya Key Apt. 602,Johnsonfurt,VI,69688,US,2025-02-26 16:59:32,2025-03-04 16:59:32,2025-03-11 16:59:32,2472.22
258,154,2024-10-02 16:59:32,Delivered,Credit Card,9984 Holly Fords Apt. 768,Smithhaven,WI,02035,US,2024-10-04 16:59:32,2024-10-11 16:59:32,2024-10-19 16:59:32,603.44
259,154,2024-03-18 16:59:32,Delivered,Gift Card,9984 Holly Fords Apt. 768,Smithhaven,WI,02035,US,2024-03-20 16:59:32,2024-03-22 16:59:32,2024-03-27 16:59:32,364.09
260,155,2025-01-21 16:59:32,Delivered,PayPal,303 Holmes Trafficway Suite 736,Donnatown,VI,38650,US,2025-01-23 16:59:32,2025-01-26 16:59:32,2025-01-31 16:59:32,601.63
261,155,2022-05-24 16:59:32,Delivered,Credit Card,303 Holmes Trafficway Suite 736,Donnatown,VI,38650,US,2022-05-25 16:59:32,2022-05-31 16:59:32,2022-06-09 16:59:32,186.17
262,156,2025-01-11 16:59:32,Delivered,Apple Pay,984 Mcknight Canyon Suite 930,East Teresa,AZ,60947,US,2025-01-11 16:59:32,2025-01-12 16:59:32,2025-01-16 16:59:32,493.31
263,157,2023-12-05 16:59:32,Delivered,Credit Card,235 Gomez Alley,North Scott,SD,78248,US,2023-12-07 16:59:32,2023-12-13 16:59:32,2023-12-21 16:59:32,1108.75
264,158,2022-07-16 16:59:32,Delivered,Credit Card,18206 Lindsey Centers,Allisonville,WY,91349,US,2022-07-18 16:59:32,2022-07-22 16:59:32,2022-07-28 16:59:32,3265.1
265,158,2023-01-02 16:59:32,Delivered,Gift Card,18206 Lindsey Centers,Allisonville,WY,91349,US,2023-01-04 16:59:32,2023-01-05 16:59:32,2023-01-08 16:59:32,2045.74
266,159,2025-03-12 16:59:32,Processing,Credit Card,81518 Todd Wall Apt. 826,Melissashire,MI,13407,US,2025-03-14 16:59:32,2025-03-20 16:59:32,2025-03-27 16:59:32,274.12
267,161,2024-12-20 16:59:32,Delivered,Gift Card,7777 Watson Well Apt. 541,East Willie,FL,38309,US,2024-12-22 16:59:32,2024-12-25 16:59:32,2024-12-30 16:59:32,35.44
268,162,2024-08-30 16:59:32,Delivered,Google Pay,7125 Willis Junctions Apt. 276,Bakertown,MS,39970,US,2024-08-31 16:59:32,2024-09-06 16:59:32,2024-09-15 16:59:32,400.74
269,163,2024-10-27 16:59:32,Delivered,Credit Card,345 Dean Junction Suite 621,Gayborough,IL,49392,US,2024-10-29 16:59:32,2024-11-03 16:59:32,2024-11-09 16:59:32,398.63
270,164,2024-09-27 16:59:32,Delivered,Gift Card,785 Clayton Stravenue Suite 933,Hawkinston,WI,81249,US,2024-09-28 16:59:32,2024-09-30 16:59:32,2024-10-05 16:59:32,175.16
271,165,2025-03-10 16:59:32,In Transit,Google Pay,26400 Gina Street,Lake Jay,OK,57311,US,2025-03-10 16:59:32,2025-03-13 16:59:32,2025-03-19 16:59:32,1568.24
272,166,2024-02-23 16:59:32,Delivered,Apple Pay,167 Powell Summit Suite 208,West William,CO,24827,US,2024-02-25 16:59:32,2024-02-27 16:59:32,2024-03-01 16:59:32,451.11
273,166,2021-10-25 16:59:32,Delivered,Apple Pay,167 Powell Summit Suite 208,West William,CO,24827,US,2021-10-25 16:59:32,2021-10-28 16:59:32,2021-11-02 16:59:32,466.88
274,166,2025-02-02 16:59:32,Delivered,Credit Card,167 Powell Summit Suite 208,West William,CO,24827,US,2025-02-02 16:59:32,2025-02-06 16:59:32,2025-02-11 16:59:32,1063.96
275,166,2022-02-04 16:59:32,Delivered,Gift Card,167 Powell Summit Suite 208,West William,CO,24827,US,2022-02-04 16:59:32,2022-02-09 16:59:32,2022-02-16 16:59:32,1057.43
276,166,2023-12-23 16:59:32,Delivered,PayPal,167 Powell Summit Suite 208,West William,CO,24827,US,2023-12-24 16:59:32,2023-12-28 16:59:32,2024-01-04 16:59:32,320.31
277,166,2023-06-04 16:59:32,Delivered,Apple Pay,167 Powell Summit Suite 208,West William,CO,24827,US,2023-06-05 16:59:32,2023-06-10 16:59:32,2023-06-18 16:59:32,100.86
